Date,Css Lab (428) Air Temperature Observed (degC),Css Lab (428) Air Temperature Observed QC Flag,Css Lab (428) Precipitation Accumulation (mm),Css Lab (428) Precipitation Accumulation QC Flag,Css Lab (428) Snow Depth (cm),Css Lab (428) Snow Depth QC Flag,Css Lab (428) Snow Water Equivalent (mm),Css Lab (428) Snow Water Equivalent QC Flag,Css Lab (428) Soil Moisture Percent -2in (pct),Css Lab (428) Soil Moisture Percent -2in QC Flag,Css Lab (428) Soil Moisture Percent -8in (pct),Css Lab (428) Soil Moisture Percent -8in QC Flag,Css Lab (428) Soil Moisture Percent -20in (pct),Css Lab (428) Soil Moisture Percent -20in QC Flag,Css Lab (428) Soil Temperature Observed -2in (degC),Css Lab (428) Soil Temperature Observed -2in QC Flag,Css Lab (428) Soil Temperature Observed -8in (degC),Css Lab (428) Soil Temperature Observed -8in QC Flag,Css Lab (428) Soil Temperature Observed -20in (degC),Css Lab (428) Soil Temperature Observed -20in QC Flag
2007-10-01 00:00,7.1,V,0,V,0,E,0,V,0.0,V,3.6,V,3.0,V,11.0,V,12.3,V,12.9,V
2007-10-01 01:00,7.2,V,0,V,0,V,0,V,0.0,V,3.9,V,2.9,V,10.7,V,12.3,V,12.9,V
2007-10-01 02:00,6.8,V,0,V,0,V,-3,V,0.0,V,3.9,V,3.0,V,10.5,V,12.2,V,12.9,V
2007-10-01 03:00,5.3,V,0,V,0,V,-3,V,0.0,V,2.9,V,3.1,V,10.2,V,12.2,V,12.9,V
2007-10-01 04:00,3.5,V,-3,V,0,V,-5,V,0.0,V,2.7,V,2.9,V,9.8,V,12.1,V,12.9,V
2007-10-01 05:00,2.8,V,0,V,0,V,5,V,0.0,V,2.8,V,3.1,V,9.4,V,12.1,V,12.9,V
2007-10-01 06:00,3.6,V,0,V,3,V,0,V,0.0,V,3.5,V,3.0,V,9.0,V,12.0,V,12.8,V
2007-10-01 07:00,2.4,V,3,V,3,V,3,V,0.0,V,3.1,V,2.9,V,8.6,V,11.9,V,12.9,V
2007-10-01 08:00,3.5,V,3,V,0,V,0,V,0.0,V,3.3,V,3.1,V,8.3,V,11.9,V,12.9,V
2007-10-01 09:00,1.6,V,3,V,-3,V,3,V,0.0,V,3.3,V,2.6,V,8.1,V,11.8,V,12.8,V
2007-10-01 10:00,2.7,V,5,V,0,V,0,V,0.0,V,3.9,V,2.7,V,8.0,V,11.7,V,12.8,V
2007-10-01 11:00,3.9,V,8,V,0,V,0,V,0.0,V,3.5,V,3.0,V,8.3,V,11.6,V,12.8,V
2007-10-01 12:00,4.6,V,13,V,-3,V,0,V,0.0,V,3.5,V,3.0,V,8.6,V,11.5,V,12.8,V
2007-10-01 13:00,6.7,V,15,V,-3,V,-3,V,0.0,V,2.9,V,3.0,V,9.0,V,11.5,V,12.8,V
