date,year,tempmax_C,tempmin_C,precip_24hrmm,precip_cum_mm,precip_%snow,precip_%rain,snowhn24_cm,snowtotal_cm,HS_cm,SWE_cm,SWE_mm
2013-10-01 09:00:00,2013,15,0,0,0,,,0,0.0,0,0.0,0.0
2013-10-02 09:00:00,2013,13,0,0,0,,,0,0.0,0,0.0,0.0
2013-10-03 09:00:00,2013,7,-3,0,0,,,0,0.0,0,0.0,0.0
2013-10-04 09:00:00,2013,11,-1,0,0,,,0,0.0,0,0.0,0.0
2013-10-05 09:00:00,2013,20,-1,0,0,,,0,0.0,0,0.0,0.0
2013-10-06 09:00:00,2013,20,1,0,0,,,0,0.0,0,0.0,0.0
2013-10-07 09:00:00,2013,16,0,0,0,,,0,0.0,0,0.0,0.0
2013-10-08 09:00:00,2013,13,-2,0,0,,,0,0.0,0,0.0,0.0
2013-10-09 09:00:00,2013,5,-1,1,1,100.0,,0,0.0,0,0.0,0.0
2013-10-10 09:00:00,2013,11,-2,0,1,,,0,0.0,0,0.0,0.0
2013-10-11 09:00:00,2013,12,-3,0,1,,,0,0.0,0,0.0,0.0
2013-10-12 09:00:00,2013,10,-2,0,1,,,0,0.0,0,0.0,0.0
2013-10-13 09:00:00,2013,9,-1,1,2,,100.0,0,0.0,0,0.0,0.0
2013-10-14 09:00:00,2013,14,-2,0,2,,,0,0.0,0,0.0,0.0
2013-10-15 09:00:00,2013,11,-2,0,2,,,0,0.0,0,0.0,0.0
2013-10-16 09:00:00,2013,14,-3,0,2,,,0,0.0,0,0.0,0.0
2013-10-17 09:00:00,2013,17,-2,0,2,,,0,0.0,0,0.0,0.0
2013-10-18 09:00:00,2013,20,2,0,2,,,0,0.0,0,0.0,0.0
2013-10-19 09:00:00,2013,19,0,0,2,,,0,0.0,0,0.0,0.0
2013-10-20 09:00:00,2013,20,0,0,2,,,0,0.0,0,0.0,0.0
2013-10-21 09:00:00,2013,19,4,0,2,,,0,0.0,0,0.0,0.0
2013-10-22 09:00:00,2013,19,1,0,2,,,0,0.0,0,0.0,0.0
2013-10-23 09:00:00,2013,19,2,0,2,,,0,0.0,0,0.0,0.0
2013-10-24 09:00:00,2013,17,1,0,2,,,0,0.0,0,0.0,0.0
2013-10-25 09:00:00,2013,18,-1,0,2,,,0,0.0,0,0.0,0.0
2013-10-26 09:00:00,2013,19,1,0,2,,,0,0.0,0,0.0,0.0
2013-10-27 09:00:00,2013,13,-2,7,9,100.0,,0,0.0,0,0.0,0.0
2013-10-28 09:00:00,2013,1,-3,26,35,100.0,,27,27.0,27,3.0,30.0
2013-10-29 09:00:00,2013,0,-3,7,42,100.0,,13,40.0,29,3.9,39.0
2013-10-30 09:00:00,2013,8,-7,0,42,,,1,41.0,26,3.6,36.0
2013-10-31 09:00:00,2013,12,-1,0,42,,,0,41.0,18,3.1,31.0
2013-11-01 09:00:00,2013,16,-2,0,42,,,0,41.0,11.5,2.4,24.0
2013-11-02 09:00:00,2013,12,-2,0,42,,,0,41.0,2,,
2013-11-03 09:00:00,2013,8,-2,0,42,,,0,41.0,0,0.0,0.0
2013-11-04 09:00:00,2013,4,-4,0,42,,,0,41.0,0,0.0,0.0
2013-11-05 09:00:00,2013,12,-3,0,42,,,0,41.0,0,0.0,0.0
2013-11-06 09:00:00,2013,15,-2,0,42,,,0,41.0,0,0.0,0.0
2013-11-07 09:00:00,2013,12,1,0,42,,,0,41.0,0,0.0,0.0
2013-11-08 09:00:00,2013,12,0,0,42,,,0,41.0,0,0.0,0.0
2013-11-09 09:00:00,2013,14,-2,0,42,,,0,41.0,0,0.0,0.0
2013-11-10 09:00:00,2013,15,-2,0,42,,,0,41.0,0,0.0,0.0
2013-11-11 09:00:00,2013,15,-1,0,42,,,0,41.0,0,0.0,0.0
2013-11-12 09:00:00,2013,14,2,0,42,,,0,41.0,0,0.0,0.0
2013-11-13 09:00:00,2013,15,0,0,42,,,0,41.0,0,0.0,0.0
2013-11-14 09:00:00,2013,12,-2,0,42,,,0,41.0,0,0.0,0.0
2013-11-15 09:00:00,2013,7,-2,0,42,,,0,41.0,0,0.0,0.0
2013-11-16 09:00:00,2013,5,-3,0,42,,,0,41.0,0,0.0,0.0
2013-11-17 09:00:00,2013,11,-4,0,42,,,0,41.0,0,0.0,0.0
2013-11-18 09:00:00,2013,7,-3,0,42,,,0,41.0,0,0.0,0.0
2013-11-19 09:00:00,2013,2,-1,17,59,35.0,65.0,5.5,46.5,5.5,0.6,6.0
2013-11-20 09:00:00,2013,3,-1,25,84,75.0,25.0,8,54.5,10.5,1.9,19.0
2013-11-21 09:00:00,2013,0,-7,1,85,100.0,,8,62.5,18,4.0,40.0
2013-11-22 09:00:00,2013,1,-7,0,85,,,T,62.5,15,3.5,35.0
2013-11-23 09:00:00,2013,5,-3,0,85,,,0,62.5,13.5,,
2013-11-24 09:00:00,2013,8,-4,0,85,,,0,62.5,12.5,,
2013-11-25 09:00:00,2013,13,-4,0,85,,,0,62.5,11,2.6,26.0
2013-11-26 09:00:00,2013,13,-3,0,85,,,0,62.5,7,1.6,16.0
2013-11-27 09:00:00,2013,10,-3,0,85,,,0,62.5,5,1.1,11.0
2013-11-28 09:00:00,2013,9,-3,0,85,,,0,62.5,4,,
2013-11-29 09:00:00,2013,10,-3,0,85,,,0,62.5,1,,
2013-11-30 09:00:00,2013,11,-4,0,85,,,0,62.5,0,0.0,0.0
2013-12-01 09:00:00,2013,15,-3,0,85,,,0,62.5,0,0.0,0.0
2013-12-02 09:00:00,2013,9,-2,2,87,10.0,90.0,0,62.5,0,0.0,0.0
2013-12-03 09:00:00,2013,1,-12,11,98,100.0,,2,64.5,2,,
2013-12-04 09:00:00,2013,-1,-13,1,99,100.0,,7,71.5,9,1.3,13.0
2013-12-05 09:00:00,2013,-3,-17,T,99,100.0,,0.5,72.0,9,1.3,13.0
2013-12-06 09:00:00,2013,-5,-13,24,123,100.0,,0,72.0,9,1.3,13.0
2013-12-07 09:00:00,2013,-7,-16,17,140,100.0,,36,108.0,44,,
2013-12-08 09:00:00,2013,-7,-21,0,140,,,8,116.0,50,,
2013-12-09 09:00:00,2013,2,-14,0,140,,,0,116.0,49,7.3,73.0
2013-12-10 09:00:00,2013,7,-11,0,140,,,0,116.0,46,7.3,73.0
2013-12-11 09:00:00,2013,8,-7,0,140,,,0,116.0,41,6.6,66.0
2013-12-12 09:00:00,2013,8,-9,0,140,,,0,116.0,38.5,,
2013-12-13 09:00:00,2013,7,-9,0,140,,,0,116.0,36,6.6,66.0
2013-12-14 09:00:00,2013,13,-6,0,140,,,0,116.0,34,,
2013-12-15 09:00:00,2013,18,-3,0,140,,,0,116.0,32,,
2013-12-16 09:00:00,2013,17,-2,0,140,,,0,116.0,30,6.6,66.0
2013-12-17 09:00:00,2013,14,-2,0,140,,,0,116.0,28.5,6.3,63.0
2013-12-18 09:00:00,2013,12,-2,0,140,,,0,116.0,27.5,6.1,61.0
2013-12-19 09:00:00,2013,0,-9,1,141,100.0,,2,118.0,28,6.0,60.0
2013-12-20 09:00:00,2013,5,-10,0,141,,,0,118.0,28,6.0,60.0
2013-12-21 09:00:00,2013,9,-3,0,141,,,0,118.0,27.5,,
2013-12-22 09:00:00,2013,9,-2,0,141,,,0,118.0,26,,
2013-12-23 09:00:00,2013,13,-3,0,141,,,0,118.0,25,5.8,58.0
2013-12-24 09:00:00,2013,11,-3,0,141,,,0,118.0,25,,
2013-12-25 09:00:00,2013,13,-3,0,141,,,0,118.0,24.5,,
2013-12-26 09:00:00,2013,15,-3,0,141,,,0,118.0,24.5,5.8,58.0
2013-12-27 09:00:00,2013,11,-4,0,141,,,0,118.0,24,5.8,58.0
2013-12-28 09:00:00,2013,7,-6,0,141,,,0,118.0,24,,
2013-12-29 09:00:00,2013,11,-5,0,141,,,0,118.0,24,,
