Date,Css Lab (428) Air Temperature Observed (degC),Css Lab (428) Air Temperature Observed QC Flag,Css Lab (428) Precipitation Accumulation (mm),Css Lab (428) Precipitation Accumulation QC Flag,Css Lab (428) Snow Depth (cm),Css Lab (428) Snow Depth QC Flag,Css Lab (428) Snow Water Equivalent (mm),Css Lab (428) Snow Water Equivalent QC Flag,Css Lab (428) Soil Moisture Percent -2in (pct),Css Lab (428) Soil Moisture Percent -2in QC Flag,Css Lab (428) Soil Moisture Percent -8in (pct),Css Lab (428) Soil Moisture Percent -8in QC Flag,Css Lab (428) Soil Moisture Percent -20in (pct),Css Lab (428) Soil Moisture Percent -20in QC Flag,Css Lab (428) Soil Temperature Observed -2in (degC),Css Lab (428) Soil Temperature Observed -2in QC Flag,Css Lab (428) Soil Temperature Observed -8in (degC),Css Lab (428) Soil Temperature Observed -8in QC Flag,Css Lab (428) Soil Temperature Observed -20in (degC),Css Lab (428) Soil Temperature Observed -20in QC Flag
2018-10-01 00:00,10.1,V,0,V,0,E,0,V,0.0,V,0.0,V,3.4,V,18.1,V,16.9,V,15.7,V
2018-10-01 01:00,9.7,V,0,V,,,0,V,0.0,V,0.0,V,3.2,V,17.8,V,16.9,V,15.7,V
2018-10-01 02:00,9.1,V,0,V,0,V,0,V,0.0,V,0.0,V,2.8,V,17.6,V,16.9,V,15.7,V
2018-10-01 03:00,8.6,V,0,V,0,V,0,V,0.0,V,0.0,V,3.3,V,17.4,V,16.9,V,15.7,V
2018-10-01 04:00,8.6,V,0,V,-3,V,0,V,0.0,V,0.0,V,3.2,V,17.2,V,16.9,V,15.7,V
2018-10-01 05:00,8.9,V,0,V,-3,V,-3,V,0.0,V,0.0,V,3.2,V,16.9,V,16.9,V,15.7,V
2018-10-01 06:00,8.5,V,0,V,-3,V,0,V,0.0,V,0.0,V,3.4,V,16.7,V,16.8,V,15.7,V
2018-10-01 07:00,9.6,V,0,V,0,V,0,V,0.0,V,0.0,V,3.4,V,16.5,V,16.8,V,15.7,V
2018-10-01 08:00,10.4,V,0,V,-3,V,-3,V,0.0,V,0.0,V,3.4,V,16.3,V,16.7,V,15.7,V
2018-10-01 09:00,11.9,V,0,V,-5,V,-3,V,0.0,V,0.0,V,3.2,V,16.2,V,16.6,V,15.7,V
2018-10-01 10:00,12.8,V,-3,V,-5,V,-5,V,0.0,V,0.0,V,3.2,V,16.1,V,16.6,V,15.7,V
2018-10-01 11:00,14.2,V,-3,V,-8,V,-5,V,0.0,V,0.0,V,3.2,V,16.1,V,16.5,V,15.7,V
2018-10-01 12:00,15.3,V,-3,V,-5,V,-3,V,0.0,V,0.0,V,3.3,V,16.3,V,16.5,V,15.7,V
2018-10-01 13:00,15.6,V,-3,V,-8,V,-3,V,0.0,V,0.0,V,3.4,V,16.5,V,16.4,V,15.7,V
2018-10-01 14:00,15.9,V,-3,V,-8,V,0,V,0.0,V,0.0,V,3.3,V,17.0,V,16.4,V,15.7,V
2018-10-01 15:00,15.7,V,0,V,-8,V,3,V,0.0,V,0.0,V,2.9,V,17.7,V,16.4,V,15.7,V
2018-10-01 16:00,14.2,V,0,V,-8,V,3,V,0.0,V,0.0,V,3.0,V,18.3,V,16.4,V,15.7,V
2018-10-01 17:00,12.4,V,0,V,-5,V,3,V,0.0,V,0.0,V,3.0,V,18.7,V,16.4,V,15.7,V
2018-10-01 18:00,11.6,V,0,V,-3,V,3,V,0.0,V,0.0,V,3.4,V,19.0,V,16.5,V,15.6,V
2018-10-01 19:00,11.2,V,0,V,-3,V,0,V,0.0,V,0.0,V,3.0,V,19.0,V,16.5,V,15.7,V
2018-10-01 20:00,12.3,V,3,V,-5,V,0,V,0.0,V,0.0,V,3.0,V,18.9,V,16.6,V,15.6,V
2018-10-01 21:00,12.0,V,0,V,-5,V,0,V,0.0,V,0.0,V,3.1,V,18.7,V,16.7,V,15.6,V
2018-10-01 22:00,12.2,V,0,V,-5,V,0,V,0.0,V,0.0,V,3.1,V,18.5,V,16.8,V,15.6,V
2018-10-01 23:00,12.2,V,0,V,0,V,0,V,0.0,V,0.0,V,3.4,V,18.3,V,16.8,V,15.6,V
2018-10-02 00:00,12.1,V,0,V,0,E,0,V,0.0,V,0.0,V,3.1,V,18.0,V,16.8,V,15.6,V
2018-10-02 01:00,10.1,V,0,V,-3,V,0,V,0.0,V,0.0,V,3.4,V,17.8,V,16.9,V,15.6,V
2018-10-02 02:00,8.8,V,0,V,-5,V,0,V,0.0,V,0.0,V,3.3,V,17.6,V,16.9,V,15.6,V
2018-10-02 03:00,9.4,V,0,V,-8,V,0,V,0.0,V,0.0,V,3.4,V,17.4,V,16.9,V,15.6,V
2018-10-02 04:00,8.6,V,0,V,,,0,V,0.0,V,0.0,V,3.4,V,17.1,V,16.8,V,15.6,V
2018-10-02 05:00,7.8,V,0,V,0,V,-3,V,0.0,V,0.0,V,2.8,V,16.9,V,16.8,V,15.6,V
2018-10-02 06:00,8.3,V,0,V,0,V,-3,V,0.0,V,0.0,V,3.3,V,16.7,V,16.8,V,15.6,V
2018-10-02 07:00,10.4,V,0,V,-5,V,-3,V,0.0,V,0.0,V,2.9,V,16.5,V,16.7,V,15.6,V
2018-10-02 08:00,11.5,V,0,V,-5,V,0,V,0.0,V,0.0,V,3.3,V,16.3,V,16.7,V,15.6,V
2018-10-02 09:00,12.9,V,-3,V,-5,V,0,V,0.0,V,0.0,V,2.9,V,16.1,V,16.6,V,15.7,V
2018-10-02 10:00,12.8,V,0,V,-5,V,0,V,0.0,V,0.0,V,3.0,V,16.0,V,16.5,V,15.7,V
2018-10-02 11:00,14.2,V,-3,V,-5,V,-3,V,0.0,V,0.0,V,3.4,V,16.1,V,16.5,V,15.7,V
2018-10-02 12:00,15.7,V,-3,V,-8,V,-5,V,0.0,V,0.0,V,3.4,V,16.2,V,16.4,V,15.7,V
2018-10-02 13:00,15.8,V,-3,V,-8,V,-3,V,0.0,V,0.0,V,3.0,V,16.4,V,16.4,V,15.7,V
2018-10-02 14:00,15.2,V,0,V,-8,V,3,V,0.0,V,0.0,V,3.0,V,16.9,V,16.3,V,15.7,V
2018-10-02 15:00,14.7,V,0,V,-8,V,3,V,0.0,V,0.0,V,3.2,V,17.5,V,16.3,V,15.7,V
2018-10-02 16:00,15.2,V,0,V,-8,V,3,V,0.0,V,0.0,V,3.1,V,18.0,V,16.3,V,15.7,V
2018-10-02 17:00,13.8,V,3,V,-5,V,3,V,0.0,V,0.0,V,3.1,V,18.3,V,16.4,V,15.6,V
2018-10-02 18:00,12.1,V,3,V,-3,V,3,V,0.0,V,0.0,V,2.9,V,18.5,V,16.4,V,15.7,V
2018-10-02 19:00,10.1,V,3,V,-3,V,3,V,0.0,V,0.0,V,3.2,V,18.6,V,16.5,V,15.6,V
2018-10-02 20:00,8.8,V,3,V,0,V,0,V,0.0,V,0.0,V,3.2,V,18.4,V,16.5,V,15.6,V
2018-10-02 21:00,8.0,V,0,V,,,0,V,0.0,V,0.0,V,3.2,V,18.2,V,16.6,V,15.6,V
2018-10-02 22:00,8.2,V,0,V,,,0,V,0.0,V,0.0,V,3.2,V,18.0,V,16.6,V,15.6,V
2018-10-02 23:00,8.6,V,0,V,,,-3,V,0.0,V,0.0,V,3.1,V,17.7,V,16.7,V,15.6,V
2018-10-03 00:00,9.4,V,0,V,0,E,0,V,0.0,V,0.0,V,2.9,V,17.5,V,16.7,V,15.6,V
2018-10-03 01:00,9.5,V,0,V,,,0,V,0.0,V,0.0,V,2.9,V,17.2,V,16.7,V,15.6,V
2018-10-03 02:00,9.1,V,0,V,-3,V,0,V,0.0,V,0.0,V,3.2,V,17.0,V,16.7,V,15.6,V
2018-10-03 03:00,9.1,V,0,V,0,V,0,V,0.0,V,0.0,V,3.4,V,16.8,V,16.7,V,15.6,V
2018-10-03 04:00,9.0,V,0,V,,,0,V,0.0,V,0.0,V,2.9,V,16.6,V,16.6,V,15.6,V
2018-10-03 05:00,8.8,V,0,V,,,-3,V,0.0,V,0.0,V,2.8,V,16.5,V,16.6,V,15.6,V
2018-10-03 06:00,8.8,V,-3,V,,,-3,V,0.0,V,0.0,V,3.3,V,16.3,V,16.5,V,15.6,V
2018-10-03 07:00,9.5,V,0,V,,,-3,V,0.0,V,0.0,V,3.0,V,16.2,V,16.5,V,15.6,V
2018-10-03 08:00,10.0,V,0,V,-3,V,-3,V,0.0,V,0.0,V,3.4,V,16.0,V,16.5,V,15.6,V
2018-10-03 09:00,10.9,V,0,V,-5,V,-3,V,0.0,V,0.0,V,2.8,V,15.9,V,16.4,V,15.6,V
2018-10-03 10:00,11.4,V,0,V,-5,V,-3,V,0.0,V,0.0,V,3.1,V,15.9,V,16.4,V,15.7,V
2018-10-03 11:00,11.5,V,-3,V,,,0,V,0.0,V,0.0,V,2.9,V,15.9,V,16.3,V,15.7,V
2018-10-03 12:00,10.8,V,0,V,-5,V,0,V,0.0,V,0.0,V,3.2,V,16.0,V,16.3,V,15.7,V
2018-10-03 13:00,7.6,V,3,V,0,V,3,V,0.0,V,0.0,V,3.1,V,16.0,V,16.2,V,15.7,V
2018-10-03 14:00,7.7,V,5,V,0,V,3,V,0.0,V,0.0,V,3.2,V,16.1,V,16.2,V,15.7,V
2018-10-03 15:00,8.0,V,5,V,0,V,0,V,0.0,V,0.0,V,3.2,V,16.1,V,16.1,V,15.7,V
2018-10-03 16:00,7.6,V,5,V,0,V,0,V,0.0,V,0.0,V,3.2,V,16.0,V,16.1,V,15.7,V
2018-10-03 17:00,6.6,V,8,V,0,V,3,V,0.0,V,0.0,V,3.5,V,16.0,V,16.1,V,15.7,V
2018-10-03 18:00,6.4,V,8,V,0,V,0,V,0.0,V,0.0,V,3.2,V,15.9,V,16.1,V,15.7,V
2018-10-03 19:00,6.2,V,8,V,0,V,0,V,0.0,V,0.0,V,3.5,V,15.8,V,16.0,V,15.7,V
2018-10-03 20:00,6.3,V,10,V,0,V,0,V,0.0,V,0.0,V,3.0,V,15.6,V,16.0,V,15.7,V
2018-10-03 21:00,6.3,V,8,V,0,V,0,V,0.0,V,0.0,V,2.9,V,15.4,V,15.9,V,15.7,V
2018-10-03 22:00,6.6,V,10,V,0,V,0,V,0.0,V,0.0,V,3.3,V,15.3,V,15.9,V,15.7,V
2018-10-03 23:00,6.6,V,10,V,0,V,0,V,0.0,V,0.0,V,2.9,V,15.1,V,15.9,V,15.7,V
2018-10-04 00:00,6.7,V,10,V,0,V,0,V,0.0,V,0.0,V,3.2,V,15.0,V,15.8,V,15.7,V
