Date,Css Lab (428) Air Temperature Observed (degC),Css Lab (428) Air Temperature Observed QC Flag,Css Lab (428) Precipitation Accumulation (mm),Css Lab (428) Precipitation Accumulation QC Flag,Css Lab (428) Snow Depth (cm),Css Lab (428) Snow Depth QC Flag,Css Lab (428) Snow Water Equivalent (mm),Css Lab (428) Snow Water Equivalent QC Flag,Css Lab (428) Soil Moisture Percent -2in (pct),Css Lab (428) Soil Moisture Percent -2in QC Flag,Css Lab (428) Soil Moisture Percent -8in (pct),Css Lab (428) Soil Moisture Percent -8in QC Flag,Css Lab (428) Soil Moisture Percent -20in (pct),Css Lab (428) Soil Moisture Percent -20in QC Flag,Css Lab (428) Soil Temperature Observed -2in (degC),Css Lab (428) Soil Temperature Observed -2in QC Flag,Css Lab (428) Soil Temperature Observed -8in (degC),Css Lab (428) Soil Temperature Observed -8in QC Flag,Css Lab (428) Soil Temperature Observed -20in (degC),Css Lab (428) Soil Temperature Observed -20in QC Flag
2010-10-01 00:00,12.0,V,0,V,0,E,0,E,0.0,V,0.0,V,6.5,V,20.4,V,18.3,V,14.2,V
2010-10-01 01:00,11.7,V,0,V,-3,V,5,V,0.0,V,0.0,V,6.5,V,19.5,V,18.3,V,14.2,V
2010-10-01 02:00,11.3,V,0,V,-3,V,5,V,0.0,V,0.0,V,6.4,V,18.8,V,18.3,V,14.2,V
2010-10-01 03:00,10.9,V,0,V,-3,V,5,V,0.0,V,0.0,V,6.2,V,18.2,V,18.3,V,14.2,V
2010-10-01 04:00,10.6,V,3,V,-3,V,5,V,0.0,V,0.0,V,6.4,V,17.6,V,18.2,V,14.2,V
2010-10-01 05:00,10.4,V,3,V,-3,V,5,V,0.0,V,0.0,V,6.4,V,17.0,V,18.1,V,14.3,V
2010-10-01 06:00,10.6,V,3,V,-8,V,5,V,0.0,V,0.0,V,6.3,V,16.5,V,18.0,V,14.3,V
2010-10-01 07:00,11.1,V,3,V,-5,V,5,V,0.0,V,0.0,V,6.5,V,16.2,V,18.0,V,14.3,V
2010-10-01 08:00,13.7,V,0,V,-15,V,3,V,,,,,,,,,,,,
2010-10-01 09:00,19.6,V,-3,V,-13,V,3,V,0.0,V,0.0,V,6.4,V,16.0,V,17.7,V,14.3,V
2010-10-01 10:00,22.7,V,-3,V,-8,V,3,V,0.0,V,0.0,V,6.6,V,18.2,V,17.6,V,14.3,V
2010-10-01 11:00,23.5,V,-5,V,-10,V,0,V,0.0,V,0.0,V,6.5,V,21.2,V,17.5,V,14.4,V
2010-10-01 12:00,24.2,V,-5,V,-8,V,3,V,0.0,V,0.0,V,6.1,V,23.4,V,17.4,V,14.4,V
2010-10-01 13:00,22.6,V,-5,V,-10,V,8,V,0.0,V,0.0,V,6.7,V,25.9,V,17.4,V,14.4,V
2010-10-01 14:00,22.5,V,-5,V,-10,V,8,V,0.0,V,0.0,V,6.3,V,26.2,V,17.3,V,14.4,V
2010-10-01 15:00,18.8,V,-3,V,-18,V,10,V,0.0,V,0.0,V,5.9,V,27.8,V,17.3,V,14.4,V
2010-10-01 16:00,21.5,V,-3,V,-18,V,13,V,0.0,V,0.0,V,6.2,V,28.5,V,17.4,V,14.4,V
2010-10-01 17:00,20.1,V,-3,V,-15,V,10,V,0.0,V,0.0,V,6.4,V,27.3,V,17.5,V,14.4,V
2010-10-01 18:00,18.2,V,-3,V,-13,V,10,V,0.0,V,0.0,V,6.6,V,25.9,V,17.6,V,14.4,V
2010-10-01 19:00,15.4,V,-3,V,-5,V,10,V,0.0,V,0.0,V,6.3,V,24.5,V,17.7,V,14.4,V
2010-10-01 20:00,13.8,V,-3,V,-8,V,8,V,0.0,V,0.0,V,6.3,V,23.1,V,17.9,V,14.4,V
2010-10-01 21:00,12.7,V,-3,V,-5,V,8,V,0.0,V,0.0,V,6.3,V,21.9,V,18.0,V,14.4,V
2010-10-01 22:00,12.7,V,0,V,-8,V,8,V,0.0,V,0.0,V,6.2,V,20.8,V,18.1,V,14.4,V
2010-10-01 23:00,13.0,V,0,V,-10,V,8,V,0.0,V,0.0,V,6.3,V,20.0,V,18.1,V,14.4,V
2010-10-02 00:00,12.5,V,0,V,0,E,0,E,0.0,V,0.0,V,6.4,V,19.3,V,18.1,V,14.4,V
2010-10-02 01:00,11.9,V,3,V,-8,V,5,V,0.0,V,0.0,V,6.0,V,18.8,V,18.1,V,14.4,V
2010-10-02 02:00,11.1,V,0,V,-8,V,8,V,0.0,V,0.0,V,6.3,V,18.2,V,18.1,V,14.4,V
2010-10-02 03:00,10.6,V,3,V,-8,V,5,V,0.0,V,0.0,V,6.6,V,17.6,V,18.0,V,14.4,V
2010-10-02 04:00,10.8,V,3,V,-13,V,5,V,0.0,V,0.0,V,6.4,V,17.1,V,18.0,V,14.4,V
2010-10-02 05:00,10.6,V,3,V,-8,V,5,V,0.0,V,0.0,V,6.4,V,16.6,V,17.9,V,14.4,V
2010-10-02 06:00,10.8,V,3,V,-3,V,5,V,0.0,V,0.0,V,6.6,V,16.2,V,17.8,V,14.4,V
2010-10-02 07:00,10.6,V,3,V,-8,V,5,V,0.0,V,0.0,V,6.6,V,15.9,V,17.7,V,14.4,V
2010-10-02 08:00,14.1,V,0,V,-15,V,5,V,0.0,V,0.0,V,6.4,V,15.7,V,17.6,V,14.5,V
2010-10-02 09:00,17.3,V,0,V,-10,V,3,V,0.0,V,0.0,V,6.3,V,15.7,V,17.5,V,14.5,V
2010-10-02 10:00,18.8,V,-3,V,-8,V,3,V,0.0,V,0.0,V,6.2,V,17.7,V,17.4,V,14.5,V
2010-10-02 11:00,19.0,V,-3,V,-10,V,3,V,0.0,V,0.0,V,6.6,V,20.4,V,17.3,V,14.5,V
2010-10-02 12:00,20.9,V,-3,V,-13,V,3,V,0.0,V,0.0,V,6.3,V,22.4,V,17.2,V,14.5,V
2010-10-02 13:00,20.4,V,-5,V,-13,V,5,V,0.0,V,0.0,V,6.6,V,25.6,V,17.2,V,14.5,V
2010-10-02 14:00,20.1,V,-5,V,-8,V,8,V,0.0,V,0.0,V,6.4,V,27.1,V,17.1,V,14.5,V
2010-10-02 15:00,19.4,V,-3,V,-8,V,8,V,0.0,V,0.0,V,6.1,V,26.8,V,17.2,V,14.5,V
2010-10-02 16:00,18.5,V,-3,V,-8,V,8,V,0.0,V,0.0,V,6.1,V,25.9,V,17.2,V,14.5,V
2010-10-02 17:00,17.6,V,-3,V,-8,V,8,V,0.0,V,0.0,V,6.4,V,24.7,V,17.4,V,14.5,V
2010-10-02 18:00,12.1,V,0,V,-5,V,10,V,0.0,V,0.0,V,6.1,V,23.5,V,17.5,V,14.5,V
2010-10-02 19:00,12.0,V,0,V,-8,V,8,V,0.0,V,0.0,V,6.6,V,22.3,V,17.6,V,14.5,V
2010-10-02 20:00,11.6,V,0,V,-5,V,8,V,0.0,V,0.0,V,6.5,V,21.3,V,17.7,V,14.5,V
2010-10-02 21:00,10.6,V,0,V,-5,V,8,V,0.0,V,0.0,V,6.5,V,20.4,V,17.7,V,14.5,V
2010-10-02 22:00,9.6,V,3,V,-8,V,8,V,0.0,V,0.0,V,6.5,V,19.4,V,17.8,V,14.5,V
2010-10-02 23:00,9.1,V,3,V,-3,V,5,V,0.0,V,0.0,V,6.0,V,18.6,V,17.8,V,14.5,V
2010-10-03 00:00,9.1,V,3,V,0,E,0,E,0.0,V,0.0,V,6.5,V,17.8,V,17.8,V,14.5,V
2010-10-03 01:00,9.7,V,3,V,-8,V,5,V,0.0,V,0.0,V,6.5,V,17.2,V,17.8,V,14.5,V
2010-10-03 02:00,10.3,V,3,V,-5,V,5,V,0.0,V,0.0,V,6.5,V,16.8,V,17.7,V,14.5,V
2010-10-03 03:00,10.4,V,3,V,-3,V,8,V,0.0,V,0.0,V,6.4,V,16.6,V,17.7,V,14.5,V
2010-10-03 04:00,10.7,V,3,V,-5,V,8,V,0.0,V,0.0,V,6.0,V,16.4,V,17.6,V,14.5,V
2010-10-03 05:00,10.7,V,5,V,-5,V,8,V,0.0,V,0.0,V,6.3,V,16.2,V,17.5,V,14.5,V
2010-10-03 06:00,10.6,V,3,V,-5,V,8,V,0.0,V,0.0,V,6.2,V,16.1,V,17.4,V,14.6,V
2010-10-03 07:00,10.9,V,3,V,-5,V,8,V,0.0,V,0.0,V,6.1,V,15.9,V,17.3,V,14.6,V
