Date,Css Lab (428) Air Temperature Observed (degC),Css Lab (428) Air Temperature Observed QC Flag,Css Lab (428) Precipitation Accumulation (mm),Css Lab (428) Precipitation Accumulation QC Flag,Css Lab (428) Snow Depth (cm),Css Lab (428) Snow Depth QC Flag,Css Lab (428) Snow Water Equivalent (mm),Css Lab (428) Snow Water Equivalent QC Flag,Css Lab (428) Soil Moisture Percent -2in (pct),Css Lab (428) Soil Moisture Percent -2in QC Flag,Css Lab (428) Soil Moisture Percent -8in (pct),Css Lab (428) Soil Moisture Percent -8in QC Flag,Css Lab (428) Soil Moisture Percent -20in (pct),Css Lab (428) Soil Moisture Percent -20in QC Flag,Css Lab (428) Soil Temperature Observed -2in (degC),Css Lab (428) Soil Temperature Observed -2in QC Flag,Css Lab (428) Soil Temperature Observed -8in (degC),Css Lab (428) Soil Temperature Observed -8in QC Flag,Css Lab (428) Soil Temperature Observed -20in (degC),Css Lab (428) Soil Temperature Observed -20in QC Flag
2005-10-01 00:00,9.0,V,0,V,0,E,0,E,0.0,V,0.8,V,3.1,V,14.7,V,15.8,V,13.1,V
2005-10-01 01:00,10.0,V,0,V,0,V,,,0.0,V,0.8,V,3.4,V,14.0,V,15.8,V,13.1,V
2005-10-01 02:00,10.0,V,0,V,-3,V,,,0.0,V,0.9,V,3.4,V,13.6,V,15.7,V,13.1,V
2005-10-01 03:00,10.6,V,0,V,0,V,,,0.0,V,0.9,V,3.6,V,13.1,V,15.6,V,13.1,V
2005-10-01 04:00,10.6,V,0,V,0,V,,,0.0,V,1.0,V,3.5,V,12.8,V,15.5,V,13.2,V
2005-10-01 05:00,11.2,V,0,V,0,V,,,0.0,V,0.6,V,3.5,V,12.6,V,15.4,V,13.2,V
2005-10-01 06:00,10.7,V,-3,V,0,V,,,0.0,V,0.7,V,3.0,V,12.4,V,15.2,V,13.2,V
2005-10-01 07:00,10.1,V,-3,V,0,V,,,0.0,V,0.7,V,3.3,V,12.3,V,15.1,V,13.2,V
2005-10-01 08:00,9.6,V,-3,V,0,V,,,0.0,V,0.7,V,3.1,V,12.2,V,14.9,V,13.2,V
2005-10-01 09:00,11.7,V,-3,V,-5,V,,,0.0,V,0.8,V,3.4,V,12.1,V,14.8,V,13.2,V
2005-10-01 10:00,14.2,V,0,V,-5,V,,,0.0,V,0.6,V,3.6,V,13.6,V,14.7,V,13.3,V
2005-10-01 11:00,14.5,V,5,V,-3,V,,,0.0,V,0.5,V,3.4,V,16.0,V,14.6,V,13.3,V
2005-10-01 12:00,14.5,V,13,V,-10,V,,,0.0,V,0.7,V,3.1,V,17.7,V,14.5,V,13.3,V
2005-10-01 13:00,13.5,V,20,V,-5,V,,,0.0,V,0.9,V,3.4,V,20.0,V,14.4,V,13.3,V
2005-10-01 14:00,13.7,V,28,V,-8,V,,,0.0,V,0.7,V,3.7,V,20.8,V,14.4,V,13.3,V
2005-10-01 15:00,11.4,V,28,V,-10,V,,,0.0,V,0.7,V,3.3,V,21.5,V,14.5,V,13.3,V
2005-10-01 16:00,10.5,V,30,V,-3,V,,,0.0,V,0.8,V,3.2,V,20.6,V,14.6,V,13.3,V
2005-10-01 17:00,10.2,V,30,V,-3,V,,,0.0,V,0.4,V,3.2,V,19.2,V,14.7,V,13.3,V
2005-10-01 18:00,9.9,V,28,V,-5,V,,,0.0,V,0.6,V,3.2,V,18.0,V,14.9,V,13.3,V
2005-10-01 19:00,9.7,V,25,V,-3,V,,,0.0,V,0.3,V,3.5,V,17.1,V,15.0,V,13.3,V
2005-10-01 20:00,9.5,V,23,V,-3,V,,,0.0,V,1.0,V,3.1,V,16.4,V,15.1,V,13.3,V
2005-10-01 21:00,8.1,V,20,V,-3,V,,,0.0,V,0.5,V,3.3,V,15.8,V,15.1,V,13.3,V
2005-10-01 22:00,8.2,V,18,V,-3,V,,,0.0,V,0.7,V,3.1,V,15.1,V,15.2,V,13.3,V
2005-10-01 23:00,7.9,V,15,V,-3,V,,,0.0,V,0.6,V,3.1,V,14.6,V,15.2,V,13.3,V
2005-10-02 00:00,7.2,V,0,E,0,E,0,E,0.0,V,0.6,V,3.4,V,14.1,V,15.1,V,13.3,V
2005-10-02 01:00,7.4,V,8,V,-3,V,,,0.0,V,0.9,V,3.0,V,13.7,V,15.1,V,13.3,V
2005-10-02 02:00,7.1,V,5,V,0,V,,,0.0,V,0.6,V,3.2,V,13.3,V,15.0,V,13.3,V
2005-10-02 03:00,6.7,V,3,V,0,V,,,0.0,V,1.0,V,3.0,V,12.9,V,14.9,V,13.3,V
2005-10-02 04:00,5.9,V,0,V,0,V,,,0.0,V,0.2,V,3.4,V,12.5,V,14.9,V,13.3,V
2005-10-02 05:00,5.6,V,0,V,0,V,,,0.0,V,0.7,V,3.2,V,12.0,V,14.8,V,13.4,V
2005-10-02 06:00,4.5,V,3,V,3,V,,,0.0,V,0.7,V,3.4,V,11.6,V,14.7,V,13.4,V
2005-10-02 07:00,4.9,V,3,V,0,V,,,0.0,V,0.4,V,2.9,V,11.1,V,14.6,V,13.4,V
2005-10-02 08:00,6.2,V,3,V,-3,V,,,0.0,V,0.7,V,3.1,V,10.8,V,14.5,V,13.4,V
2005-10-02 09:00,7.7,V,0,V,-5,V,,,0.0,V,0.8,V,3.2,V,10.9,V,14.3,V,13.4,V
2005-10-02 10:00,9.4,V,0,V,-3,V,,,0.0,V,0.4,V,3.2,V,12.4,V,14.2,V,13.4,V
2005-10-02 11:00,9.9,V,8,V,0,V,,,0.0,V,0.5,V,3.2,V,14.6,V,14.1,V,13.4,V
2005-10-02 12:00,10.0,V,13,V,-5,V,,,0.0,V,0.2,V,2.9,V,16.0,V,14.0,V,13.4,V
2005-10-02 13:00,8.2,V,18,V,-3,V,,,0.0,V,0.5,V,2.9,V,16.2,V,13.9,V,13.4,V
2005-10-02 14:00,8.0,V,20,V,-5,V,,,0.0,V,0.8,V,3.2,V,15.8,V,13.9,V,13.4,V
2005-10-02 15:00,8.3,V,23,V,-5,V,,,0.0,V,0.6,V,3.3,V,15.8,V,13.9,V,13.4,V
2005-10-02 16:00,6.5,V,25,V,-3,V,,,0.0,V,0.5,V,3.2,V,15.8,V,13.9,V,13.4,V
2005-10-02 17:00,5.4,V,23,V,0,V,,,0.0,V,0.2,V,3.0,V,15.0,V,14.0,V,13.4,V
2005-10-02 18:00,4.2,V,20,V,0,V,,,0.0,V,0.5,V,3.1,V,14.1,V,14.0,V,13.4,V
2005-10-02 19:00,3.7,V,18,V,0,V,,,0.0,V,0.5,V,3.0,V,13.2,V,14.0,V,13.4,V
2005-10-02 20:00,2.8,V,13,V,3,V,,,0.0,V,0.6,V,3.2,V,12.4,V,14.0,V,13.4,V
2005-10-02 21:00,2.1,V,8,V,3,V,,,0.0,V,0.6,V,3.1,V,11.6,V,14.0,V,13.4,V
2005-10-02 22:00,2.1,V,3,V,3,V,,,0.0,V,0.6,V,2.8,V,10.9,V,14.0,V,13.4,V
2005-10-02 23:00,2.5,V,0,V,0,V,,,0.0,V,0.6,V,3.2,V,10.4,V,13.9,V,13.4,V
2005-10-03 00:00,2.1,V,0,E,0,E,0,E,0.0,V,0.5,V,2.9,V,10.1,V,13.8,V,13.4,V
2005-10-03 01:00,1.9,V,-3,V,3,V,,,0.0,V,0.6,V,3.1,V,9.8,V,13.7,V,13.4,V
2005-10-03 02:00,1.8,V,-3,V,3,V,,,0.0,V,0.2,V,3.2,V,9.6,V,13.6,V,13.4,V
2005-10-03 03:00,1.6,V,0,V,3,V,,,0.0,V,0.6,V,2.9,V,9.3,V,13.5,V,13.3,V
2005-10-03 04:00,1.2,V,0,V,0,V,,,0.0,V,0.8,V,2.8,V,9.0,V,13.3,V,13.3,V
2005-10-03 05:00,1.0,V,0,V,3,V,,,0.0,V,0.8,V,3.2,V,8.6,V,13.2,V,13.3,V
2005-10-03 06:00,0.4,V,0,V,3,V,,,0.0,V,0.8,V,3.1,V,8.3,V,13.1,V,13.3,V
2005-10-03 07:00,0.4,V,3,V,3,V,,,0.0,V,0.6,V,2.8,V,7.9,V,13.0,V,13.3,V
2005-10-03 08:00,3.1,V,0,V,-3,V,,,0.0,V,0.4,V,3.2,V,7.6,V,12.8,V,13.3,V
2005-10-03 09:00,4.4,V,8,V,-3,V,,,0.0,V,0.4,V,3.1,V,7.6,V,12.7,V,13.3,V
