Date,Css Lab (428) Air Temperature Observed (degC),Css Lab (428) Air Temperature Observed QC Flag,Css Lab (428) Precipitation Accumulation (mm),Css Lab (428) Precipitation Accumulation QC Flag,Css Lab (428) Snow Depth (cm),Css Lab (428) Snow Depth QC Flag,Css Lab (428) Snow Water Equivalent (mm),Css Lab (428) Snow Water Equivalent QC Flag,Css Lab (428) Soil Moisture Percent -2in (pct),Css Lab (428) Soil Moisture Percent -2in QC Flag,Css Lab (428) Soil Moisture Percent -8in (pct),Css Lab (428) Soil Moisture Percent -8in QC Flag,Css Lab (428) Soil Moisture Percent -20in (pct),Css Lab (428) Soil Moisture Percent -20in QC Flag,Css Lab (428) Soil Temperature Observed -2in (degC),Css Lab (428) Soil Temperature Observed -2in QC Flag,Css Lab (428) Soil Temperature Observed -8in (degC),Css Lab (428) Soil Temperature Observed -8in QC Flag,Css Lab (428) Soil Temperature Observed -20in (degC),Css Lab (428) Soil Temperature Observed -20in QC Flag
2017-10-01 00:00,4.2,V,0,V,0,E,0,E,0.0,V,0.5,V,9.1,V,14.7,V,13.2,V,11.8,V
2017-10-01 01:00,3.6,V,3,V,0,V,3,V,0.0,V,0.9,V,8.9,V,14.3,V,13.2,V,11.8,V
2017-10-01 02:00,3.4,V,0,V,-3,V,3,V,0.0,V,0.7,V,8.6,V,14.0,V,13.3,V,11.8,V
2017-10-01 03:00,2.7,V,0,V,-3,V,3,V,0.0,V,0.9,V,8.6,V,13.7,V,13.2,V,11.8,V
2017-10-01 04:00,1.6,V,0,V,0,V,3,V,0.0,V,0.5,V,8.8,V,13.4,V,13.2,V,11.8,V
2017-10-01 05:00,1.3,V,-3,V,3,V,3,V,0.0,V,0.9,V,8.8,V,13.1,V,13.1,V,11.9,V
2017-10-01 06:00,1.1,V,-3,V,0,V,0,V,0.0,V,0.4,V,8.9,V,12.8,V,13.1,V,11.9,V
2017-10-01 07:00,3.1,V,-3,V,3,V,0,V,0.0,V,0.4,V,8.9,V,12.5,V,13.0,V,11.9,V
2017-10-01 08:00,5.2,V,-3,V,-3,V,0,V,0.0,V,0.6,V,8.8,V,12.2,V,12.9,V,11.9,V
2017-10-01 09:00,7.7,V,-3,V,-10,V,0,V,0.0,V,0.6,V,8.6,V,11.9,V,12.8,V,11.9,V
